3.319304237139891200e-01	8.048154590107009509e-02	8.255650064907264774e-02	3.433135220335373217e-02
2.434780386465248136e-01	5.218175526167850853e-02	6.122043450807254650e-02	1.254362280576377386e-01
3.150317462524413470e-01	7.688789954545377503e-02	1.082633151985658987e-01	5.327572365228783885e-02
1.259810649174599728e-01	3.503078036799617268e-02	6.391917661131721329e-02	4.977853649415447945e-02
2.611724610407195613e-01	7.952860290762094053e-02	9.865575449250431339e-02	8.021682876359179093e-02
1.844548158465671994e-01	4.319293629796337741e-02	9.061911738872704958e-02	8.154600038863277223e-02
2.113805889043976205e-01	4.575596972214838326e-02	6.091307948588587512e-02	3.626421238019824494e-02
3.140659114946507957e-01	9.054347981712804194e-02	9.047504045437414211e-02	5.369800765872945886e-02
2.744331452432574037e-01	6.629274675564948704e-02	1.136787578027152884e-01	6.109162026405798307e-02
2.384871245013613361e-01	1.056286971865716962e-01	1.041180724478316527e-01	4.960977953655267003e-02
2.662515207133305806e-01	6.476134003600117484e-02	1.093747340504127724e-01	9.162168361161925068e-02
2.794862873595221342e-01	6.056753292027437091e-02	1.538707687209237285e-01	1.942332574422478420e-01
1.964634470619758266e-01	5.406551600475731356e-02	6.913919525546069478e-02	4.124841595303319064e-02
1.675840896111350786e-01	3.481471448781092021e-02	8.883068464530913255e-02	3.780398249621175211e-02
7.392709970195288083e-02	2.816336116314768767e-02	3.930394548656338666e-02	7.519999390679904527e-03
1.681528551725946230e-01	5.304752459375321194e-02	8.575703252202396265e-02	3.476570933443592915e-02
6.568923763746055411e-02	2.221053529701274773e-02	5.046954606028015988e-02	1.410501597385346514e-02
7.264693905833746745e-02	5.953492087419444412e-03	1.850217803901166302e-02	2.722448377184006479e-02
4.164476804403340893e-01	8.940931933184999292e-02	9.585695694038821879e-02	9.987550768252828615e-02
7.687577191105116059e-02	2.503390752825427473e-02	6.303924822567402719e-02	2.436814748059581981e-02
1.772986183157469475e-01	5.364461221673193225e-02	1.009294624205698265e-01	1.061644548397738252e-01
6.582810953230561202e-02	1.599607290900927417e-02	2.752453372152714739e-02	6.730296176266557101e-03
2.943298253944430232e-01	7.683037657149244248e-02	6.695398625178521079e-02	1.200365413338162629e-01
1.917705428894297404e-01	3.328919521143471061e-02	9.826848406166091565e-02	7.146551299619594011e-02
2.840857005196820717e-01	7.483089191124220330e-02	8.018766718351696965e-02	8.613775118894402560e-02
3.220858166098749531e-01	8.279691354189963604e-02	1.551914573994452318e-01	5.880749860965543002e-02
1.364405655183462962e-01	2.496437183219038167e-02	4.568586415672361289e-02	3.787517115700209797e-02
2.585485526166446668e-01	7.240257088976728705e-02	9.215897199050016031e-02	5.037246787412566484e-02
1.970204062353862196e-01	3.637574448624237428e-02	7.665620975804214587e-02	4.034753406162316230e-02
2.062444582085664058e-01	1.207657797800381905e-01	6.187234910023152457e-02	1.626080760976165995e-02
3.374127457958845944e-01	4.539425477892762573e-02	8.551580777879502770e-02	1.228658444037928898e-01
2.494960304447242094e-01	7.157559354754466918e-02	1.355519844890107350e-01	8.783371614326362931e-02
2.234299017714972690e-01	6.582468569100423383e-02	1.444675546191413196e-01	7.743638439552646968e-02
1.451418637767884490e-02	-1.553999724049329526e-02	2.176487150922168379e-03	2.574436650601939075e-02
2.465560107948382151e-01	7.702560370650735067e-02	1.352844439285996736e-01	3.255195265362646057e-02
1.848083812266944070e-01	2.139055537884575545e-02	9.553782148147742237e-02	2.981420433283376789e-02
3.590679594370161931e-01	1.123909821830104544e-01	1.821210429617992621e-01	7.876341511887831326e-02
1.732439311529209991e-01	5.411225519598272110e-02	1.168891024604520462e-01	2.845074996372422282e-02
2.976225933943807966e-01	1.171905175426877499e-01	1.397446853433897684e-01	4.655906824675351552e-02
1.148353221636157773e-01	5.148266129774023425e-02	9.089882760905197701e-02	6.753046297693171551e-02
1.282184815454358584e-01	2.052814212029139065e-02	2.486878466937526844e-02	2.805995681952744986e-02
1.270767345309631036e-01	4.666241463443446952e-02	5.800617968339875918e-02	1.924326225992841616e-02
2.339214803308964363e-01	7.180092164782127251e-02	7.966257031319690096e-02	2.540165964423331604e-02
1.783059070339777785e-01	2.846894846385792863e-02	7.884223140368616656e-02	4.785254812596435176e-02
2.084773804925291185e-01	8.196272608104523960e-02	8.326965591166402003e-02	3.797487047525703596e-02
1.054260587096201851e-01	4.782148640737955703e-02	2.528269906664486547e-02	2.695948771722144269e-02
2.473798093560239941e-01	3.308758642709953846e-02	7.319390951794196853e-02	5.297428087594023560e-02
1.937855266651599684e-01	6.851841609632372543e-02	1.003269625904809614e-01	4.136283097015729104e-02
1.292697409945789966e-01	4.754949123683268469e-02	6.130255707945458238e-02	3.736621776762937691e-03
3.041327909527097306e-01	7.372160038083681866e-02	1.213644226740799442e-01	8.656094440640955956e-02
1.461792851896480394e-01	2.477653087054906486e-02	7.470656717950110992e-02	8.360232530137645668e-02
7.558959113875299285e-02	3.547911244510455059e-02	3.044071814225032813e-02	2.167092291613687688e-02
3.279908238371836426e-01	6.213253113158558744e-02	1.125242532621104907e-01	9.626205218272111674e-02
1.477714728831355517e-01	3.213677176080625975e-02	5.598189690320144740e-02	1.279548296231564630e-01
2.110733443800249798e-01	6.896944017103628921e-02	1.140588498899662295e-01	9.472386232659238403e-02
2.832563706709087525e-01	4.373582415206710844e-02	1.119466288459593228e-01	8.726723781183412521e-02
3.761809968962046558e-01	6.992478987494063492e-02	1.419374687140512459e-01	1.217888785087198056e-01
6.752551480743870793e-02	2.789672988983786517e-02	5.316032854397420571e-02	3.572346486044517683e-02
2.702721255052306648e-01	4.635269753225845779e-02	7.470960397869041980e-02	9.736572117399645843e-02
8.538322731165151613e-02	2.673506509573733009e-02	6.149349195658290745e-02	4.717833461200159062e-02
1.686531063803040076e-01	5.610101959847690889e-02	5.909782869875503108e-02	2.384810083279203033e-02
3.898789350052693226e-01	6.889044465994154098e-02	1.260811296234485013e-01	1.060478718654394859e-01
7.674923264329880368e-02	1.469559828414566949e-02	-8.939437170330001570e-03	2.103575785728051262e-02
2.208304654107218767e-01	4.596370487553562423e-02	1.466051699188231916e-01	9.691881964972078045e-02
3.441723433009815647e-01	6.528468681554831787e-02	9.398231649118990449e-02	8.864072489596214188e-02
1.247246189553583989e-01	2.181734616344970998e-02	4.505104246895524911e-02	2.991442590951462477e-02
1.927418176267423622e-01	4.838884335053051169e-03	1.285297672981625672e-01	1.475581453847416291e-01
2.772173462756619133e-01	5.589713138665042269e-02	7.626638839707269857e-02	7.358320395577032380e-02
3.407230237143544782e-01	5.576091228282281653e-02	1.132171239670747565e-01	8.967843240455898590e-02
2.865667991379417523e-01	2.524152871700915957e-02	7.945589479385666010e-02	7.297937439930396453e-02
3.337281988398516086e-01	5.987401879102796642e-02	1.514992428005520197e-01	4.039817235220866803e-02
4.466619251805255542e-01	9.730944761491605588e-02	7.675884501040421137e-02	4.366323420384300713e-02
3.642491247419043510e-01	8.226900561984616667e-02	1.635662619940733975e-01	4.743994414493538786e-02
1.536197696293764292e-01	2.097921576085799017e-02	7.455088761395853303e-02	6.016868859747388776e-02
6.239186066009329984e-02	1.135881806918102171e-02	2.721791322221862874e-02	2.961152091664901592e-02
2.841355872204792687e-01	3.418028368703111830e-02	1.065944443324566698e-01	6.083069302978869053e-02
2.423198414104042187e-01	7.892075707151824382e-02	1.333617157150466803e-01	1.356489040309379612e-01
2.613717394620799217e-01	6.038328360395177341e-02	1.036545914400494595e-01	3.654589030270442157e-02
5.118640231805973717e-02	1.774551709787997034e-02	6.774937273189239606e-02	1.225996826918564486e-01
1.642843299298830662e-01	8.991311404103899396e-02	1.153249008362439293e-01	4.653584710668385443e-02
2.112427179539860811e-01	8.003769951673028737e-02	1.277140374969786829e-01	7.663987045397246956e-02
3.364300486313741012e-01	4.052295245981718530e-02	1.553145822868796655e-01	1.588350037299237627e-01
4.209312936540483552e-01	6.872832203362216896e-02	1.406358469789805721e-01	1.045960267577680236e-01
2.170611470092693174e-01	5.336020649916294045e-02	1.692415669630376318e-01	4.732139046986687941e-02
3.499766055561609468e-01	9.274812024649918551e-02	1.475470412542025656e-01	1.335181754642078555e-01
1.804517403429549138e-01	3.432605745851378259e-02	1.120435076151922865e-01	5.415997531578187196e-02
2.240072300110777237e-01	3.949986585224403435e-02	1.544032352032028155e-01	1.164424482760941515e-01
3.209443579691172999e-01	6.785144845273280434e-02	1.023381567797767289e-01	7.257668431311829760e-02
4.734394310279858853e-02	6.729465486148880279e-03	4.158099770590868716e-02	4.690042680773673367e-02
1.681846817952905582e-01	3.290578650025594715e-02	5.575465984251741502e-02	2.466359593892704719e-02
1.077748750697716529e-01	4.812734419340991554e-02	3.077533637541587236e-02	4.432809807878244912e-02
1.966065549305475446e-01	4.667456024326658431e-02	8.394795670877888694e-02	4.886976992614444626e-02
1.662411072572430037e-01	5.003302358471651418e-02	8.524508241462666613e-02	3.784912056531120755e-02
1.374778992107091036e-01	7.257250571084443436e-02	9.089037090395002405e-02	1.670904207607449427e-02
1.827209555028450061e-01	4.850622190873993267e-02	7.171540162697757903e-02	6.201710425297738555e-02
2.586049322946993301e-01	6.800844532936065057e-02	5.821870974787490827e-02	6.683796209119466369e-02
